año;categoria;subcategoria;indicador_id;indicador;fuente_oficial;valor;url_verificable;unidad;periodo_referencia;frecuencia;tipo_periodo;estado_dato;geo_nivel;geo_nombre;definicion;fecha_revision_fuente;notas;lado;sector_sec;clasificacion;codigo;parent_codigo;nivel;vintage;metodologia;source_id;es_ajuste_vintage;es_corte_analitico
2024;Sector público;Ingresos por subsector;fp_ingreso_d_2_s1312;Administración Regional;IGAE — Informe trimestral AAPP 4T 2024;21366;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.2.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.2.S1312;D.2;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_2_s1313;Administración Local;IGAE — Informe trimestral AAPP 4T 2024;29286;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.2.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.2.S1313;D.2;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_5_s1311;Administración Central;IGAE — Informe trimestral AAPP 4T 2024;111743;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.5.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.5.S1311;D.5;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_5_s1312;Administración Regional;IGAE — Informe trimestral AAPP 4T 2024;74706;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.5.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.5.S1312;D.5;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_5_s1313;Administración Local;IGAE — Informe trimestral AAPP 4T 2024;12277;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.5.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.5.S1313;D.5;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_91_s1311;Administración Central;IGAE — Informe trimestral AAPP 4T 2024;209;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.91.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.91.S1311;D.91;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_91_s1312;Administración Regional;IGAE — Informe trimestral AAPP 4T 2024;3128;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.91.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.91.S1312;D.91;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_91_s1313;Administración Local;IGAE — Informe trimestral AAPP 4T 2024;2234;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.91.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.91.S1313;D.91;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_61_s1311;Administración Central;IGAE — Informe trimestral AAPP 4T 2024;9884;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.61.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.61.S1311;D.61;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_61_s1312;Administración Regional;IGAE — Informe trimestral AAPP 4T 2024;416;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.61.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.61.S1312;D.61;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_61_s1313;Administración Local;IGAE — Informe trimestral AAPP 4T 2024;345;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.61.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.61.S1313;D.61;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Ingresos por subsector;fp_ingreso_d_61_s1314;Fondos de la Seguridad Social;IGAE — Informe trimestral AAPP 4T 2024;199595;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Desglose por subsector receptor del agregado D.61.;2025;"Subsector del mismo detalle 4T 2024; el desglose reconcilia exactamente con el agregado SEC de esta vintage.";ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.61.S1314;D.61;3;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Cotizaciones por agente;fp_ingreso_d_61_s1311_estado;Estado;IGAE — Informe trimestral AAPP 4T 2024;7003;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Detalle de cotizaciones sociales dentro de Administración Central.;2025;;ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.61.S1311.ESTADO;D.61.S1311;4;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Cotizaciones por agente;fp_ingreso_d_61_s1311_oac;Organismos de la Administración Central;IGAE — Informe trimestral AAPP 4T 2024;2881;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/Cap_Trim/IT_4T_2024.pdf;millones de euros;2024;Anual;año natural;oficial_vintage_4t;País;España;Detalle de cotizaciones sociales dentro de Administración Central.;2025;;ingreso_detalle;S.13;SEC2010_SUBSECTOR;D.61.S1311.OAC;D.61.S1311;4;IGAE 4T 2024 · Revisión Estadística 2024;SEC 2010;IGAE_IT4_2024;no;no
2024;Sector público;Gasto por función;fp_cofog_01;Servicios públicos generales;IGAE — Gasto público 2020-2024 (COFOG);92551;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;01;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_01_1;Órganos ejecutivos y legislativos, asuntos financieros y fiscales, asuntos exteriores;IGAE — Gasto público 2020-2024 (COFOG);21444;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;01.1;01;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_01_3;Servicios generales;IGAE — Gasto público 2020-2024 (COFOG);16626;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;01.3;01;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_01_4;Investigación básica;IGAE — Gasto público 2020-2024 (COFOG);8513;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;01.4;01;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_01_7;Operaciones de deuda pública;IGAE — Gasto público 2020-2024 (COFOG);39644;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;01.7;01;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_01_2_01_5_01_6_01_8;Otros servicios públicos generales;IGAE — Gasto público 2020-2024 (COFOG);6324;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG. Agrupación de grupos pequeños/residuales para conciliación con el total de la división.;gasto;S.13;COFOG;01.2+01.5+01.6+01.8;01;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_02;Defensa;IGAE — Gasto público 2020-2024 (COFOG);14233;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;02;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_02_1;Defensa militar;IGAE — Gasto público 2020-2024 (COFOG);11317;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;02.1;02;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_02_3;Ayuda militar al exterior;IGAE — Gasto público 2020-2024 (COFOG);2204;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;02.3;02;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_02_4;I+D relacionada con la defensa;IGAE — Gasto público 2020-2024 (COFOG);712;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;02.4;02;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_03;Orden público y seguridad;IGAE — Gasto público 2020-2024 (COFOG);28628;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;03;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_03_1;Servicios de policía;IGAE — Gasto público 2020-2024 (COFOG);17541;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;03.1;03;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_03_2;Servicios de protección contra incendios;IGAE — Gasto público 2020-2024 (COFOG);3014;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;03.2;03;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_03_3;Tribunales de justicia;IGAE — Gasto público 2020-2024 (COFOG);5416;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;03.3;03;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_03_4;Prisiones;IGAE — Gasto público 2020-2024 (COFOG);2333;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;03.4;03;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_03_5_03_6;Otros servicios de orden público y seguridad;IGAE — Gasto público 2020-2024 (COFOG);324;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG. Agrupación de grupos pequeños/residuales para conciliación con el total de la división.;gasto;S.13;COFOG;03.5+03.6;03;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04;Asuntos económicos;IGAE — Gasto público 2020-2024 (COFOG);80908;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 1 COFOG.;gasto;S.13;COFOG;04;S13.GASTO;1;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_04_1;Asuntos económicos, comerciales y laborales en general;IGAE — Gasto público 2020-2024 (COFOG);21124;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;04.1;04;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
